case,n,replicate,method,tangent_mse,oracle_excess,covariance_relative_frobenius
isotropic,16,9,projection,1.0,0.0,0.0
isotropic,16,9,empirical,1.4624260080089002,0.46242600800890027,1.060918950401483
isotropic,16,9,oas,1.0,0.0,0.10370451531549886
isotropic,16,9,spiked_known_floor,1.0,3.5518122163603234e-31,1.1231199306611138e-15
isotropic,16,9,oracle,1.0,0.0,0.0
isotropic,16,10,projection,1.0,0.0,0.0
isotropic,16,10,empirical,1.6295533989321167,0.6295533989321168,1.180707065432122
isotropic,16,10,oas,1.0002769329862515,0.0002769329862514583,0.07669300214944674
isotropic,16,10,spiked_known_floor,1.0,2.3296728241698346e-31,1.1084807796442932e-15
isotropic,16,10,oracle,1.0,0.0,0.0
isotropic,16,11,projection,1.0,0.0,0.0
isotropic,16,11,empirical,1.4187517090390742,0.4187517090390742,1.2557359886057453
isotropic,16,11,oas,1.0,0.0,0.03516668507057875
isotropic,16,11,spiked_known_floor,1.0,2.2112439945088447e-31,1.060624584109071e-15
isotropic,16,11,oracle,1.0,0.0,0.0
isotropic,16,12,projection,1.0,0.0,0.0
isotropic,16,12,empirical,1.6411453221265646,0.6411453221265647,1.299987164244505
isotropic,16,12,oas,1.0135513271240952,0.013551327124095179,0.24437461781979966
isotropic,16,12,spiked_known_floor,1.0,2.4730638605256752e-31,1.0424051792997639e-15
isotropic,16,12,oracle,1.0,0.0,0.0
isotropic,16,13,projection,1.0,0.0,0.0
isotropic,16,13,empirical,1.4828143999805123,0.48281439998051234,1.2900898833075787
isotropic,16,13,oas,1.0,0.0,0.04984592989008264
isotropic,16,13,spiked_known_floor,1.0,3.179541650320153e-31,1.1157486399078876e-15
isotropic,16,13,oracle,1.0,0.0,0.0
isotropic,16,14,projection,1.0,0.0,0.0
isotropic,16,14,empirical,1.762703295674502,0.7627032956745019,1.3854040458983448
isotropic,16,14,oas,1.0019936770656999,0.0019936770656998754,0.1185879507546761
isotropic,16,14,spiked_known_floor,1.007531658968637,0.007531658968636896,0.23066150987279
isotropic,16,14,oracle,1.0,0.0,0.0
isotropic,16,15,projection,1.0,0.0,0.0
isotropic,16,15,empirical,1.837865192615912,0.8378651926159117,1.31135601738615
isotropic,16,15,oas,1.0020549382965476,0.002054938296547617,0.09763679383742395
isotropic,16,15,spiked_known_floor,1.0007159816293292,0.0007159816293291953,0.06280177891207898
isotropic,16,15,oracle,1.0,0.0,0.0
isotropic,16,16,projection,1.0,0.0,0.0
isotropic,16,16,empirical,1.8253355576314558,0.8253355576314558,1.3328552604845312
isotropic,16,16,oas,1.002315145444956,0.0023151454449559764,0.10915072566075451
isotropic,16,16,spiked_known_floor,1.0,3.6921387669123684e-31,1.2216317498638292e-15
isotropic,16,16,oracle,1.0,0.0,0.0
isotropic,16,17,projection,1.0,0.0,0.0
isotropic,16,17,empirical,2.396158353663126,1.3961583536631261,1.1693945078173051
isotropic,16,17,oas,1.0,0.0,0.043722575849010625
isotropic,16,17,spiked_known_floor,1.0,3.402665915811581e-31,1.2916966592426323e-15
isotropic,16,17,oracle,1.0,0.0,0.0
isotropic,16,18,projection,1.0,0.0,0.0
isotropic,16,18,empirical,1.3895356919032034,0.3895356919032033,1.0213319075705676
isotropic,16,18,oas,1.0,0.0,0.15245973069723728
isotropic,16,18,spiked_known_floor,1.0,3.019469495838224e-31,1.1677049059996796e-15
isotropic,16,18,oracle,1.0,0.0,0.0
isotropic,16,19,projection,1.0,0.0,0.0
isotropic,16,19,empirical,1.6592853607252276,0.6592853607252277,1.1727241942254234
isotropic,16,19,oas,1.0003697281039348,0.00036972810393478487,0.08732110730919009
isotropic,16,19,spiked_known_floor,1.0,4.573033044914882e-31,1.4980808611416051e-15
isotropic,16,19,oracle,1.0,0.0,0.0
isotropic,16,20,projection,1.0,0.0,0.0
isotropic,16,20,empirical,1.860021130595216,0.8600211305952161,1.357640257983333
isotropic,16,20,oas,1.0084040955809526,0.008404095580952444,0.1845274058796142
isotropic,16,20,spiked_known_floor,1.0015697371298957,0.0015697371298956783,0.08232677478969662
isotropic,16,20,oracle,1.0,0.0,0.0
isotropic,16,21,projection,1.0,0.0,0.0
isotropic,16,21,empirical,1.7442813346947572,0.7442813346947573,1.2010963254732165
isotropic,16,21,oas,1.0003867718738166,0.00038677187381678136,0.06706939419194861
isotropic,16,21,spiked_known_floor,1.0,2.7051212488757613e-31,1.0544780996640368e-15
isotropic,16,21,oracle,1.0,0.0,0.0
isotropic,16,22,projection,1.0,0.0,0.0
isotropic,16,22,empirical,1.5535650654926174,0.5535650654926173,1.2915830550035494
isotropic,16,22,oas,1.0,0.0,0.03633624434788518
isotropic,16,22,spiked_known_floor,1.0,2.895809108669136e-31,1.0908789422336337e-15
isotropic,16,22,oracle,1.0,0.0,0.0
isotropic,16,23,projection,1.0,0.0,0.0
isotropic,16,23,empirical,1.4752044569404466,0.4752044569404464,1.2287906467380916
isotropic,16,23,oas,1.0,0.0,0.035679092643582384
isotropic,16,23,spiked_known_floor,1.0,2.2218172092270026e-31,9.86568620902723e-16
isotropic,16,23,oracle,1.0,0.0,0.0
isotropic,16,24,projection,1.0,0.0,0.0
isotropic,16,24,empirical,1.6610312795693882,0.6610312795693882,1.298230620657974
isotropic,16,24,oas,1.0,0.0,0.05184870945721421
isotropic,16,24,spiked_known_floor,1.0,3.0326367359453423e-31,1.1350679757554283e-15
isotropic,16,24,oracle,1.0,0.0,0.0
isotropic,16,25,projection,1.0,0.0,0.0
isotropic,16,25,empirical,1.7869278375491997,0.7869278375491997,1.4547453514283453
isotropic,16,25,oas,1.0011833079487613,0.001183307948761294,0.1477697443174137
isotropic,16,25,spiked_known_floor,1.0016414632538533,0.0016414632538531758,0.09228276533689163
isotropic,16,25,oracle,1.0,0.0,0.0
isotropic,16,26,projection,1.0,0.0,0.0
isotropic,16,26,empirical,1.5730371781861037,0.5730371781861037,1.2095057990233546
isotropic,16,26,oas,1.0,0.0,0.010394942997702161
isotropic,16,26,spiked_known_floor,1.0,2.338631236205725e-31,9.391928041380575e-16
isotropic,16,26,oracle,1.0,0.0,0.0
isotropic,16,27,projection,1.0,0.0,0.0
isotropic,16,27,empirical,1.53994422341021,0.5399442234102101,1.2453312026081897
isotropic,16,27,oas,1.0,0.0,0.019277812314754783
isotropic,16,27,spiked_known_floor,1.0,2.737373245336386e-31,1.0860625093988344e-15
isotropic,16,27,oracle,1.0,0.0,0.0
isotropic,16,28,projection,1.0,0.0,0.0
isotropic,16,28,empirical,1.5479271180734169,0.5479271180734169,1.3087073607444955
isotropic,16,28,oas,1.0128549308550783,0.012854930855078156,0.23503808960111278
isotropic,16,28,spiked_known_floor,1.0088878642900807,0.008887864290080719,0.24989977527538654
isotropic,16,28,oracle,1.0,0.0,0.0
isotropic,16,29,projection,1.0,0.0,0.0
isotropic,16,29,empirical,1.5983683394132673,0.5983683394132673,1.2143982478226758
isotropic,16,29,oas,1.0,0.0,0.03170014524446829
isotropic,16,29,spiked_known_floor,1.0,2.624988055641903e-31,1.0756859136636143e-15
isotropic,16,29,oracle,1.0,0.0,0.0
isotropic,16,30,projection,1.0,0.0,0.0
isotropic,16,30,empirical,2.3066025082350343,1.3066025082350343,1.3761688888733878
isotropic,16,30,oas,1.0,0.0,0.11210253946261318
isotropic,16,30,spiked_known_floor,1.0,2.5339007154444326e-31,1.156430408397365e-15
isotropic,16,30,oracle,1.0,0.0,0.0
isotropic,16,31,projection,1.0,0.0,0.0
isotropic,16,31,empirical,1.4308606605477516,0.43086066054775146,1.2560134178229112
isotropic,16,31,oas,1.0000205699320772,2.056993207736482e-05,0.009557527503908984
isotropic,16,31,spiked_known_floor,1.0,2.3134343977327273e-31,1.0883334540195455e-15
isotropic,16,31,oracle,1.0,0.0,0.0
isotropic,16,32,projection,1.0,0.0,0.0
isotropic,16,32,empirical,1.6131644625619659,0.6131644625619657,1.2205451796718125
isotropic,16,32,oas,1.0006021744865554,0.0006021744865555021,0.0746519510819922
isotropic,16,32,spiked_known_floor,1.0,3.0899653572523843e-31,1.1512413794617157e-15
isotropic,16,32,oracle,1.0,0.0,0.0
isotropic,16,33,projection,1.0,0.0,0.0
isotropic,16,33,empirical,1.8529734349506153,0.8529734349506151,1.2426729644770729
isotropic,16,33,oas,1.0,0.0,0.011963822207454069
isotropic,16,33,spiked_known_floor,1.0,2.908519153890877e-31,1.2662815163425833e-15
isotropic,16,33,oracle,1.0,0.0,0.0
isotropic,16,34,projection,1.0,0.0,0.0
isotropic,16,34,empirical,1.9191069075536815,0.9191069075536813,1.5361911275901208
isotropic,16,34,oas,1.0007990956676145,0.0007990956676145486,0.20206154983991706
isotropic,16,34,spiked_known_floor,1.0074983919670688,0.007498391967068805,0.21498519002015157
isotropic,16,34,oracle,1.0,0.0,0.0
isotropic,16,35,projection,1.0,0.0,0.0
isotropic,16,35,empirical,1.9727119830652409,0.9727119830652408,1.1088951273790377
isotropic,16,35,oas,1.0,0.0,0.047409163756347635
isotropic,16,35,spiked_known_floor,1.0,3.3562519122821418e-31,1.2654829907960796e-15
isotropic,16,35,oracle,1.0,0.0,0.0
isotropic,16,36,projection,1.0,0.0,0.0
isotropic,16,36,empirical,1.5360154049670731,0.5360154049670733,1.3780661802744452
isotropic,16,36,oas,1.0045154926354474,0.00451549263544727,0.14325644487861341
isotropic,16,36,spiked_known_floor,1.006563429167784,0.006563429167784089,0.19713193536832857
isotropic,16,36,oracle,1.0,0.0,0.0
isotropic,16,37,projection,1.0,0.0,0.0
isotropic,16,37,empirical,1.830777924118217,0.8307779241182166,1.2872002623142906
isotropic,16,37,oas,1.0000521935320021,5.2193532002190646e-05,0.02752683310876626
isotropic,16,37,spiked_known_floor,1.0,2.799526232234777e-31,1.0596935868183396e-15
isotropic,16,37,oracle,1.0,0.0,0.0
isotropic,16,38,projection,1.0,0.0,0.0
isotropic,16,38,empirical,1.4495451205728473,0.44954512057284723,1.1738301823231783
isotropic,16,38,oas,1.0,0.0,0.06204815981638767
isotropic,16,38,spiked_known_floor,1.0,2.2883075293848184e-31,1.0074732093751587e-15
isotropic,16,38,oracle,1.0,0.0,0.0
isotropic,16,39,projection,1.0,0.0,0.0
isotropic,16,39,empirical,1.498078123144152,0.498078123144152,1.2183238906242446
isotropic,16,39,oas,1.0,0.0,0.024731850167771467
isotropic,16,39,spiked_known_floor,1.0,2.7171993036039335e-31,1.071891038688212e-15
isotropic,16,39,oracle,1.0,0.0,0.0
isotropic,16,40,projection,1.0,0.0,0.0
isotropic,16,40,empirical,1.865502427368946,0.8655024273689461,1.3235794752808658
isotropic,16,40,oas,1.0010873408573968,0.0010873408573969137,0.0731986367193369
isotropic,16,40,spiked_known_floor,1.0,4.377814559728889e-31,1.3819540522076586e-15
isotropic,16,40,oracle,1.0,0.0,0.0
isotropic,16,41,projection,1.0,0.0,0.0
isotropic,16,41,empirical,1.5417870369479725,0.5417870369479725,1.3175632870216458
isotropic,16,41,oas,1.0015265841930137,0.0015265841930137925,0.08192676596223591
isotropic,16,41,spiked_known_floor,1.0,2.707725165622942e-31,1.0083666648536843e-15
isotropic,16,41,oracle,1.0,0.0,0.0
isotropic,16,42,projection,1.0,0.0,0.0
isotropic,16,42,empirical,1.4765951469887686,0.47659514698876876,1.3098858730528677
isotropic,16,42,oas,1.0027660625470851,0.0027660625470850688,0.11415854709531234
isotropic,16,42,spiked_known_floor,1.0,3.6639777507299246e-31,1.2303153779623862e-15
isotropic,16,42,oracle,1.0,0.0,0.0
isotropic,16,43,projection,1.0,0.0,0.0
isotropic,16,43,empirical,1.7626470081893533,0.7626470081893532,1.3866094799661968
isotropic,16,43,oas,1.0013582233071123,0.0013582233071124559,0.11032610408217329
isotropic,16,43,spiked_known_floor,1.0,3.764877320984659e-31,1.2968079622719672e-15
isotropic,16,43,oracle,1.0,0.0,0.0
isotropic,16,44,projection,1.0,0.0,0.0
isotropic,16,44,empirical,1.631113235480087,0.631113235480087,1.4514162882623167
isotropic,16,44,oas,1.0,0.0,0.19057422041186123
isotropic,16,44,spiked_known_floor,1.0,3.2911781911428086e-31,1.0937590510632025e-15
isotropic,16,44,oracle,1.0,0.0,0.0
isotropic,16,45,projection,1.0,0.0,0.0
isotropic,16,45,empirical,1.6607160183144594,0.6607160183144595,1.2321165171102075
isotropic,16,45,oas,1.0,0.0,0.023875070920688968
isotropic,16,45,spiked_known_floor,1.0,2.6571899215405286e-31,1.1267836641295487e-15
isotropic,16,45,oracle,1.0,0.0,0.0
isotropic,16,46,projection,1.0,0.0,0.0
isotropic,16,46,empirical,1.570137184128769,0.5701371841287689,1.5151363601276884
isotropic,16,46,oas,1.0049162308304147,0.004916230830414693,0.21619130660955732
isotropic,16,46,spiked_known_floor,1.006051467187433,0.006051467187433066,0.1874119092430648
isotropic,16,46,oracle,1.0,0.0,0.0
isotropic,16,47,projection,1.0,0.0,0.0
isotropic,16,47,empirical,1.7199343446630568,0.7199343446630571,1.1695902783602992
isotropic,16,47,oas,1.0000934476489074,9.344764890749783e-05,0.07632134224373474
isotropic,16,47,spiked_known_floor,1.0,3.5293826943994586e-31,1.1591451520475557e-15
isotropic,16,47,oracle,1.0,0.0,0.0
isotropic,16,48,projection,1.0,0.0,0.0
isotropic,16,48,empirical,1.5875155117949769,0.5875155117949766,1.2089954991123344
isotropic,16,48,oas,1.00010386889,0.0001038688899997998,0.047654912812616766
isotropic,16,48,spiked_known_floor,1.0,2.899295111891126e-31,1.152565483088322e-15
isotropic,16,48,oracle,1.0,0.0,0.0
isotropic,16,49,projection,1.0,0.0,0.0
isotropic,16,49,empirical,1.4307559816384026,0.4307559816384025,1.3224391597946477
isotropic,16,49,oas,1.000632405057039,0.0006324050570391394,0.062131339596387586
isotropic,16,49,spiked_known_floor,1.0,2.689104375656957e-31,1.0787709072140884e-15
isotropic,16,49,oracle,1.0,0.0,0.0
isotropic,16,50,projection,1.0,0.0,0.0
isotropic,16,50,empirical,1.7627156025992063,0.7627156025992062,1.1883659083283746
isotropic,16,50,oas,1.0,0.0,0.04000193848257727
isotropic,16,50,spiked_known_floor,1.0,2.54901476315973e-31,1.0726865618945922e-15
isotropic,16,50,oracle,1.0,0.0,0.0
isotropic,16,51,projection,1.0,0.0,0.0
isotropic,16,51,empirical,1.5514966459023776,0.5514966459023776,1.2992254806886552
isotropic,16,51,oas,1.0,0.0,0.11161915787749634
isotropic,16,51,spiked_known_floor,1.0,2.5382896199901233e-31,9.877347274039837e-16
isotropic,16,51,oracle,1.0,0.0,0.0
isotropic,16,52,projection,1.0,0.0,0.0
isotropic,16,52,empirical,1.735855643953975,0.735855643953975,1.247652390232403
isotropic,16,52,oas,1.0007787557269066,0.0007787557269067233,0.06496903589963018
isotropic,16,52,spiked_known_floor,1.0,2.484546986194727e-31,9.873411794492516e-16
isotropic,16,52,oracle,1.0,0.0,0.0
isotropic,16,53,projection,1.0,0.0,0.0
isotropic,16,53,empirical,1.9172869783808453,0.9172869783808455,1.348230553941802
isotropic,16,53,oas,1.0013207077718043,0.0013207077718041618,0.08919744195210437
isotropic,16,53,spiked_known_floor,1.0,4.942656437902152e-31,1.4363960701173113e-15
isotropic,16,53,oracle,1.0,0.0,0.0
isotropic,16,54,projection,1.0,0.0,0.0
isotropic,16,54,empirical,1.6983327246053244,0.6983327246053244,1.2677020682604878
isotropic,16,54,oas,1.000005864510625,5.864510624967314e-06,0.013000369451787544
isotropic,16,54,spiked_known_floor,1.0,2.266728799363373e-31,1.1362376872675413e-15
isotropic,16,54,oracle,1.0,0.0,0.0
isotropic,16,55,projection,1.0,0.0,0.0
isotropic,16,55,empirical,1.5602589112014718,0.560258911201472,1.4218759667668819
isotropic,16,55,oas,1.0022279075780678,0.00222790757806766,0.1482557123813055
isotropic,16,55,spiked_known_floor,1.0005018234302139,0.0005018234302139188,0.1096183559893106
isotropic,16,55,oracle,1.0,0.0,0.0
isotropic,16,56,projection,1.0,0.0,0.0
isotropic,16,56,empirical,2.098588022377409,1.098588022377409,1.3659275775561468
isotropic,16,56,oas,1.001943313538096,0.0019433135380959093,0.11316093334093479
isotropic,16,56,spiked_known_floor,1.0,1.5000971569348823e-31,9.819684753623297e-16
isotropic,16,56,oracle,1.0,0.0,0.0
isotropic,16,57,projection,1.0,0.0,0.0
isotropic,16,57,empirical,1.5685803927866944,0.5685803927866943,1.1226714306272907
isotropic,16,57,oas,1.0,0.0,0.04733080505117171
isotropic,16,57,spiked_known_floor,1.0,2.8290870767088442e-31,1.2427549283421069e-15
isotropic,16,57,oracle,1.0,0.0,0.0
isotropic,16,58,projection,1.0,0.0,0.0
isotropic,16,58,empirical,1.6971003600417345,0.6971003600417345,1.4539270572640925
isotropic,16,58,oas,1.0013986093080547,0.0013986093080547146,0.15125015158653524
isotropic,16,58,spiked_known_floor,1.0073726669723986,0.007372666972398666,0.21945187981630093
isotropic,16,58,oracle,1.0,0.0,0.0
isotropic,16,59,projection,1.0,0.0,0.0
isotropic,16,59,empirical,1.6514282596882675,0.6514282596882676,1.3250114951766285
isotropic,16,59,oas,1.0008539392179268,0.0008539392179266872,0.07033859674176157
isotropic,16,59,spiked_known_floor,1.0001289471775123,0.0001289471775121912,0.024387839311457635
isotropic,16,59,oracle,1.0,0.0,0.0
isotropic,16,60,projection,1.0,0.0,0.0
isotropic,16,60,empirical,1.572769351060288,0.572769351060288,1.1242555407205683
isotropic,16,60,oas,1.0,0.0,0.07635895263212011
isotropic,16,60,spiked_known_floor,1.0,3.1489607697726014e-31,1.0932557961975176e-15
isotropic,16,60,oracle,1.0,0.0,0.0
isotropic,16,61,projection,1.0,0.0,0.0
isotropic,16,61,empirical,1.5805939770736148,0.5805939770736148,1.2035275868416444
isotropic,16,61,oas,1.0,0.0,0.01736986746267244
isotropic,16,61,spiked_known_floor,1.0,2.7443104942336097e-31,1.134738150404004e-15
isotropic,16,61,oracle,1.0,0.0,0.0
isotropic,16,62,projection,1.0,0.0,0.0
isotropic,16,62,empirical,1.7384923886653876,0.7384923886653874,1.355938274589672
isotropic,16,62,oas,1.0035425327536835,0.003542532753683559,0.13535248287421256
isotropic,16,62,spiked_known_floor,1.0027699203011906,0.002769920301190628,0.12958299807142803
isotropic,16,62,oracle,1.0,0.0,0.0
isotropic,16,63,projection,1.0,0.0,0.0
isotropic,16,63,empirical,1.4978882077573143,0.4978882077573145,1.3458404556749615
isotropic,16,63,oas,1.0,0.0,0.09180990649852916
isotropic,16,63,spiked_known_floor,1.0,3.945783278874016e-31,1.3008347234189315e-15
isotropic,16,63,oracle,1.0,0.0,0.0
isotropic,16,64,projection,1.0,0.0,0.0
isotropic,16,64,empirical,1.5527973519718967,0.5527973519718967,1.2395066305416647
isotropic,16,64,oas,1.0,0.0,0.00858881810055401
isotropic,16,64,spiked_known_floor,1.0,3.002524994773093e-31,1.0939182905262767e-15
isotropic,16,64,oracle,1.0,0.0,0.0
isotropic,16,65,projection,1.0,0.0,0.0
isotropic,16,65,empirical,1.4156700853274284,0.41567008532742844,1.3027528794717942
isotropic,16,65,oas,1.0,0.0,0.06124921295347119
isotropic,16,65,spiked_known_floor,1.0,2.0676867825768963e-31,1.0164265667102004e-15
isotropic,16,65,oracle,1.0,0.0,0.0
isotropic,16,66,projection,1.0,0.0,0.0
isotropic,16,66,empirical,1.6695496437646844,0.6695496437646844,1.182096825565899
isotropic,16,66,oas,1.0020517535783935,0.0020517535783935188,0.1254802819975782
isotropic,16,66,spiked_known_floor,1.0,2.7308039396425383e-31,1.114265169623879e-15
isotropic,16,66,oracle,1.0,0.0,0.0
isotropic,16,67,projection,1.0,0.0,0.0
isotropic,16,67,empirical,1.4753949894280405,0.47539498942804037,1.1494997071365451
isotropic,16,67,oas,1.0,0.0,0.06598116354037187
isotropic,16,67,spiked_known_floor,1.0,3.1371384112632094e-31,1.256262508784344e-15
isotropic,16,67,oracle,1.0,0.0,0.0
isotropic,16,68,projection,1.0,0.0,0.0
isotropic,16,68,empirical,1.9310762206126215,0.9310762206126214,1.315337193718824
isotropic,16,68,oas,1.0,0.0,0.11753462257388714
isotropic,16,68,spiked_known_floor,1.0,3.652334480814368e-31,1.1422763423710137e-15
isotropic,16,68,oracle,1.0,0.0,0.0
isotropic,16,69,projection,1.0,0.0,0.0
isotropic,16,69,empirical,1.624841574829271,0.624841574829271,1.2496895929266465
isotropic,16,69,oas,1.00097395735326,0.0009739573532599553,0.06676552138742133
isotropic,16,69,spiked_known_floor,1.0,2.669816839527985e-31,1.06749303480715e-15
isotropic,16,69,oracle,1.0,0.0,0.0
isotropic,16,70,projection,1.0,0.0,0.0
isotropic,16,70,empirical,1.8122539326960536,0.8122539326960536,1.2367061939366166
isotropic,16,70,oas,1.0,0.0,0.01870438766924676
isotropic,16,70,spiked_known_floor,1.0,2.2619657985919936e-31,9.971927483831464e-16
isotropic,16,70,oracle,1.0,0.0,0.0
isotropic,16,71,projection,1.0,0.0,0.0
isotropic,16,71,empirical,2.182006564004867,1.182006564004867,1.1097750254646186
isotropic,16,71,oas,1.0,0.0,0.06361507613274821
isotropic,16,71,spiked_known_floor,1.0,5.02579542365425e-31,1.2466970262448449e-15
isotropic,16,71,oracle,1.0,0.0,0.0
isotropic,16,72,projection,1.0,0.0,0.0
isotropic,16,72,empirical,1.6744156427928825,0.6744156427928822,1.169396729639928
isotropic,16,72,oas,1.0,0.0,0.05708761726704559
isotropic,16,72,spiked_known_floor,1.0,2.020000422825907e-31,1.20624598594268e-15
isotropic,16,72,oracle,1.0,0.0,0.0
isotropic,16,73,projection,1.0,0.0,0.0
isotropic,16,73,empirical,1.9106245793612093,0.9106245793612096,1.1781320733539011
isotropic,16,73,oas,1.0,0.0,0.018142844710950738
isotropic,16,73,spiked_known_floor,1.0,2.7240722900528567e-31,1.0184548220080071e-15
isotropic,16,73,oracle,1.0,0.0,0.0
isotropic,16,74,projection,1.0,0.0,0.0
isotropic,16,74,empirical,3.0551938336056392,2.0551938336056392,1.3246120932133225
isotropic,16,74,oas,1.0,0.0,0.06208613429198163
isotropic,16,74,spiked_known_floor,1.0,3.1994206699684638e-31,1.333381829791014e-15
isotropic,16,74,oracle,1.0,0.0,0.0
isotropic,16,75,projection,1.0,0.0,0.0
isotropic,16,75,empirical,1.6666619496298756,0.6666619496298757,1.2504532830117703
isotropic,16,75,oas,1.0008919137857426,0.0008919137857426434,0.06480355811127969
isotropic,16,75,spiked_known_floor,1.0,2.396240301653609e-31,1.0816682264799605e-15
isotropic,16,75,oracle,1.0,0.0,0.0
isotropic,16,76,projection,1.0,0.0,0.0
isotropic,16,76,empirical,1.4506214491828222,0.4506214491828222,1.1792142120715878
isotropic,16,76,oas,1.0,0.0,0.001712208110350888
isotropic,16,76,spiked_known_floor,1.0,2.5595410675624637e-31,9.891755816744887e-16
isotropic,16,76,oracle,1.0,0.0,0.0
isotropic,16,77,projection,1.0,0.0,0.0
isotropic,16,77,empirical,1.5773111955021024,0.5773111955021022,1.240950683355558
isotropic,16,77,oas,1.0010625272556157,0.0010625272556158397,0.0698240168727136
isotropic,16,77,spiked_known_floor,1.0,4.670528404118523e-31,1.4275181426617412e-15
isotropic,16,77,oracle,1.0,0.0,0.0
isotropic,16,78,projection,1.0,0.0,0.0
isotropic,16,78,empirical,1.5742382045572734,0.5742382045572733,1.0880606538299946
isotropic,16,78,oas,1.0,0.0,0.0853867782053962
isotropic,16,78,spiked_known_floor,1.0,3.3157002394542893e-31,1.1308184028718353e-15
isotropic,16,78,oracle,1.0,0.0,0.0
isotropic,16,79,projection,1.0,0.0,0.0
isotropic,16,79,empirical,1.5450281315104082,0.5450281315104082,1.3941269243200578
isotropic,16,79,oas,1.004143524177601,0.004143524177601258,0.14506607207968536
isotropic,16,79,spiked_known_floor,1.0066520298720956,0.0066520298720954335,0.19977190272141956
isotropic,16,79,oracle,1.0,0.0,0.0
isotropic,16,80,projection,1.0,0.0,0.0
isotropic,16,80,empirical,1.514234663979076,0.5142346639790759,1.3433748569697146
isotropic,16,80,oas,1.0,0.0,0.09663477270591447
isotropic,16,80,spiked_known_floor,1.0,3.2822539849863406e-31,1.2805280036866613e-15
isotropic,16,80,oracle,1.0,0.0,0.0
isotropic,16,81,projection,1.0,0.0,0.0
isotropic,16,81,empirical,1.5454042646179056,0.5454042646179057,1.1572074819895941
isotropic,16,81,oas,1.0,0.0,0.05648882098672814
isotropic,16,81,spiked_known_floor,1.0,2.016856751863757e-31,9.25795985634846e-16
isotropic,16,81,oracle,1.0,0.0,0.0
isotropic,16,82,projection,1.0,0.0,0.0
isotropic,16,82,empirical,1.6622871851166918,0.6622871851166917,1.266210011112671
isotropic,16,82,oas,1.0023704752839038,0.00237047528390384,0.0994012530932068
isotropic,16,82,spiked_known_floor,1.0,3.5175864615625755e-31,1.256224449260529e-15
